Model,Year,Kilometer,Location,Length,Width,Height,Fuel Tank Capacity,Log_Price,Engine_Value,Max_Power_Value,Max_Power_RPM,Max_Torque_Value,Max_Torque_RPM,Make_encoded,Drivetrain_encoded,Fuel_CNG,Fuel_Others,Fuel_Petrol,Transmission_is_Automatic,Color_Medium,Color_Premium,Color_Rare,Color_Silver,Color_Standard,Owner_First_Owner,Owner_Fourth_Plus_Owner,Owner_New,Owner_Second_Owner,Owner_Third_Owner,Seller_Commercial Registration,Seller_Corporate,Seating_2,Seating_4,Seating_6,Seating_7,Seating_8
S-Presso VXi,2021,7941.999999999999,Thane,3565.0,1520.0,1564.0,27.0,13.071070083016778,998.0000000000002,66.99999999999997,5500.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Brio S MT,2013,38174.99999999997,Kolkata,4370.0,1775.0,1550.0,50.0,12.341477282536376,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.247622182348156,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bolero SLE BS IV,2015,39234.000000000015,Patna,4107.0,1745.0,1880.0,60.0,13.17115354157376,2522.999999999999,62.99999999999999,3200.0,195.0,1400.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Q3 35 TDI Premium + Sunroof,2015,71700.00000000003,Navi Mumbai,4385.0,1831.0,1608.0,64.0,14.430696197054507,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i10 Sportz 1.2 AT Kappa2,2013,40999.99999999999,Pune,3585.0,1595.0,1550.0,35.0,12.821258284620408,1196.9999999999995,79.0,6000.0,112.7619,4000.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rapid Style 1.6 MPI AT,2018,20690.000000000015,Bangalore,4413.0,1699.0,1466.0,55.0,13.909911233385758,1598.0,103.99999999999999,5200.0,153.0,3750.0,13.940173966008981,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R LXi LPG,2012,35000.00000000001,Varanasi,3595.0,1491.0,1700.0,28.0,12.367340793126296,998.0000000000002,46.0,6200.0,85.0,3500.0,13.0876568212651,13.81,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q3 30 TDI Premium FWD,2017,63999.99999999997,Chennai,4385.0,1831.0,1608.0,64.0,14.880221294956703,1967.9999999999998,149.99999999999997,3500.0,340.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vitara Brezza VDi (O) [2016-2018],2018,80000.0,Mohali,3995.0,1790.0,1640.0,48.0,13.573438996764546,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Celerio VXi AMT,2014,76115.99999999999,Mumbai,3600.0,1600.0,1560.0,35.0,12.70381302974751,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Endeavour Titanium 3.2 4x4 AT,2019,33999.99999999999,Delhi,4892.0,1860.0,1837.0,80.0,15.110237725558674,3165.290134357197,197.0,3000.0,470.0,1750.0,13.701192212433263,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Hexa XT 4x2 6 STR,2017,88756.99999999993,Indore,4788.0,1903.0,1791.0,60.0,13.864300722133706,2179.000000000001,154.00000000000006,4000.0,400.0,1700.0,13.539726337744348,13.81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Baleno Alpha (O) 1.2,2022,7404.661098281211,Delhi,4370.0,1775.0,1550.0,50.0,13.790192749979985,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amaze 1.5 S i-DTEC,2014,75000.00000000004,Amritsar,3990.0,1680.0,1505.0,35.0,12.959844447906553,1497.9999999999998,98.99999999999999,3600.0,200.0,1750.0,13.247622182348156,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scorpio LX BS-III,2009,90000.00000000001,Lucknow,4430.0,1817.0,1975.0,60.0,12.80765263256463,2179.000000000001,119.99999999999997,4000.0,290.0,1800.0,13.7548285741869,13.81,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A3 35 TDI Premium,2014,76528.99999999994,Pune,4456.0,1796.0,1416.0,50.0,14.403297222866392,1967.9999999999998,141.00000000000003,3500.0,320.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A4 2.0 TDI (177bhp) Premium,2011,75000.00000000004,Lucknow,4701.0,1826.0,1427.0,63.0,13.790192749979985,1967.9999999999998,176.99999999999994,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Innova 2.4 ZX AT 7 STR,2020,18625.000000000007,Mumbai,4735.0,1830.0,1795.0,55.0,14.817978986079481,2392.999999999999,147.99999999999994,3400.0,360.0,1400.0,14.103649799670542,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Wagon R LXi Minor,2009,39586.00000000001,Ranchi,3520.0,1491.0,1690.0,35.0,11.884489021402711,1060.9999999999998,66.99999999999997,6200.0,84.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Jazz VX Petrol,2017,92270.0,Mumbai,3955.0,1694.0,1544.0,40.0,13.253391639810733,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C-Class C 220d Progressive [2018-2019],2018,23999.99999999999,Hyderabad,4686.0,1810.0,1442.0,66.0,15.2624295409006,1950.0000000000005,192.0,3800.0,400.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XUV500 W8 1.99 [2016-2017],2015,157662.00000000006,Jaipur,4585.0,1890.0,1785.0,70.0,13.444446876573442,1997.0,138.00000000000006,3750.0,320.0,1600.0,13.7548285741869,13.81,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
M-Class ML 350 CDI,2014,64999.999999999956,Chandigarh,4804.0,2035.0,1796.0,70.0,14.71159858252091,2997.0000000000023,254.0,3600.0,619.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GLA 200 CDI Sport,2015,75000.00000000004,Faridabad,4417.0,1804.0,1494.0,50.0,14.316285845876763,2143.0000000000005,133.99999999999997,3600.0,300.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cooper D 3 Door,2018,16999.99999999999,Delhi,3821.0,1727.0,1414.0,44.0,15.009433026436708,1495.9999999999993,114.00000000000003,4000.0,270.0,1750.0,14.516270808655126,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C-Class C200 Progressive,2021,7404.661098281211,Bangalore,4686.0,1810.0,1442.0,66.0,15.41993592857483,1990.999999999999,201.0,5800.0,300.0,1200.0,14.979287245081439,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thar LX 4-STR Hard Top Diesel AT,2022,7404.661098281211,Ludhiana,3985.0,1820.0,1844.0,57.0,14.48333993053993,2184.0000000000005,129.99999999999997,3750.0,300.0,1600.0,13.7548285741869,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Elite i20 Asta 1.2 (O) [2016],2017,36596.99999999998,Hyderabad,3985.0,1734.0,1505.0,45.0,13.493926933836812,1196.9999999999995,82.00000000000001,6000.0,115.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Celerio VXi AMT,2014,35000.00000000001,Delhi,3600.0,1600.0,1560.0,35.0,12.834681304952548,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
E-Class E 200 Exclusive [2019-2019],2021,7500.0000000000055,Delhi,5063.0,1860.0,1494.0,80.0,15.687312734865866,1990.999999999999,194.00000000000003,5800.0,300.0,1600.0,14.979287245081439,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City V Petrol [2017-2019],2017,63999.99999999997,Mumbai,4440.0,1695.0,1495.0,40.0,13.37700559577791,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ES 300h,2017,31059.000000000004,Bangalore,4915.0,1820.0,1450.0,65.0,15.291417077773852,2494.0000000000005,202.00000000000006,5700.0,213.0,4500.0,14.414617681160243,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X5 xDrive 30d,2015,58999.99999999997,Chandigarh,4886.0,1938.0,1762.0,50.0,15.082458161451598,2993.0000000000027,258.0,4000.0,560.0,1500.0,14.970197610360676,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
X1 sDrive20d xLine,2019,58999.99999999997,Mumbai,4454.0,2035.0,1545.0,63.0,14.92242164944708,1995.0000000000007,184.00000000000006,4000.0,350.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bolero Power Plus ZLX,2019,70000.00000000001,Dak. Kannada,3995.0,1745.0,1880.0,50.0,13.681979165339751,1493.0,70.00000000000003,3600.0,195.0,1400.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Creta 1.6 SX Plus AT Petrol,2017,39000.0,Hyderabad,4270.0,1780.0,1630.0,60.0,13.906264921232738,1590.9999999999998,122.00000000000003,6400.0,154.0,4850.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
A-Class A 180 Sport Petrol,2014,80000.0,Bangalore,4292.0,1780.0,1433.0,50.0,14.115615150414612,1594.9999999999998,121.00000000000003,5000.0,200.0,1250.0,14.979287245081439,13.81,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Tigor Revotorq XT,2018,43000.00000000002,Patna,3992.0,1677.0,1537.0,35.0,13.102160670086809,1047.0000000000002,69.00000000000001,4000.0,140.0,1800.0,13.539726337744348,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ertiga ZXI+,2016,53000.00000000002,Delhi,4296.0,1695.0,1685.0,45.0,13.493926933836812,1373.0,94.0,6000.0,130.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Eon 1.0 Kappa Magna + [2014-2016],2012,29999.99999999999,Indore,3515.0,1500.0,1510.0,32.0,12.524526376648708,998.0000000000002,68.00000000000001,6200.0,94.0,3500.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A6 35 TDI Matrix,2019,33999.99999999999,Ghaziabad,4933.0,1874.0,1455.0,75.0,15.117063690629074,1967.9999999999998,190.0,3800.0,400.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C-Class 220 BlueEfficiency,2013,102000.00000000001,Jalandhar,4596.0,1770.0,1447.0,66.0,13.790192749979985,2143.0000000000005,170.00000000000006,4200.0,400.0,2800.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ertiga ZXi Plus,2021,22999.999999999996,Bangalore,4395.0,1735.0,1690.0,45.0,14.018451401960965,1461.9999999999995,103.00000000000001,6000.0,138.0,4400.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Fortuner 2.8 4x4 AT [2016-2020],2021,60000.000000000015,Chandigarh,4795.0,1855.0,1835.0,80.0,15.27412558066379,2754.999999999999,174.0,3400.0,450.0,1600.0,14.103649799670542,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
City VX (O) MT,2019,56880.999999999985,Lucknow,4440.0,1695.0,1495.0,40.0,13.790192749979985,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Fortuner 3.0 4x2 AT,2015,145000.00000000012,Mohali,4705.0,1840.0,1850.0,80.0,14.28551418721001,2982.000000000002,169.0,3600.0,360.0,1400.0,14.103649799670542,13.81,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Countryman Cooper D,2014,81000.00000000007,Panvel,4097.0,1789.0,1561.0,47.0,14.213615311666146,1995.0000000000007,111.99999999999996,4200.0,270.0,1750.0,14.516270808655126,13.81,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ertiga VDi,2015,71999.99999999996,Agra,4265.0,1695.0,1685.0,45.0,13.303016877097587,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
E-Class E 200,2016,61158.99999999996,Mumbai,4879.0,1854.0,1474.0,80.0,14.690979295318174,1990.999999999999,184.00000000000006,5500.0,300.0,1200.0,14.979287245081439,13.81,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E-Class E220 CDI Blue Efficiency,2012,101000.00000000003,Surat,4868.0,1854.0,1470.0,80.0,14.058456736574664,2143.0000000000005,230.99999999999994,3000.0,400.0,2800.0,14.979287245081439,13.81,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alcazar Signature (O) 7 Seater 1.5 Diesel AT,2022,8000.0000000000055,Hyderabad,4500.0,1790.0,1675.0,50.0,14.690979295318174,1493.0,113.00000000000003,4000.0,250.0,1500.0,13.332835658211609,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i10 Magna 1.2 Kappa2,2011,91000.00000000009,Ahmedabad,3585.0,1595.0,1550.0,35.0,12.577636201962656,1196.9999999999995,79.0,6000.0,112.7619,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A6 2.0 TDI Premium,2014,68999.99999999997,Mohali,4915.0,1874.0,1455.0,65.0,14.22097566607244,1967.9999999999998,176.99999999999994,3750.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Santro Sportz CNG [2018-2020],2019,28000.00000000002,Delhi,3610.0,1645.0,1560.0,60.0,13.049792684569493,1085.9999999999998,57.999999999999986,5500.0,84.0,4500.0,13.332835658211609,13.81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto LXi BS-III,2011,87512.99999999993,Salem,3495.0,1491.0,1460.0,35.0,12.332705296463539,925.1908124790585,46.99999999999999,6200.0,62.0,3000.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ciaz Alpha 1.4 MT,2018,13065.999999999996,Bangalore,4490.0,1730.0,1485.0,43.0,13.709038313453757,1373.0,90.99999999999997,6000.0,130.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Swift LXi,2016,53807.00000000004,Gurgaon,3850.0,1695.0,1530.0,42.0,12.994530005894443,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City ZX Diesel,2022,7404.661098281211,Ludhiana,4549.0,1748.0,1489.0,40.0,14.187074114396758,1497.9999999999998,98.00000000000004,3600.0,200.0,1750.0,13.247622182348156,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thar LX 4-STR Hard Top Diesel MT,2021,11999.999999999998,Ludhiana,3985.0,1820.0,1844.0,57.0,14.204168547756057,2184.0000000000005,129.99999999999997,3750.0,300.0,1600.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Rapid Ambition 1.6 MPI AT Plus,2014,23999.99999999999,Mumbai,4386.0,1699.0,1466.0,55.0,12.959844447906553,1598.0,103.99999999999999,5250.0,153.0,3800.0,13.940173966008981,13.81,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Creta SX (O) 1.5 Petrol CVT [2020-2022],2022,7404.661098281211,Kolkata,4300.0,1790.0,1635.0,50.0,14.374554182245287,1497.0000000000007,113.00000000000003,6300.0,144.0,4500.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLC 220d 4MATIC Progressive,2022,7404.661098281211,Hyderabad,4658.0,1890.0,1644.0,66.0,15.907374619642667,1950.0000000000005,192.0,3800.0,400.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
City ZX CVT Petrol,2022,7404.661098281211,Delhi,4549.0,1748.0,1489.0,40.0,14.240778293368619,1497.9999999999998,119.00000000000003,6600.0,145.0,4300.0,13.247622182348156,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Kodiaq L&K 2.0 TDI 4x4 AT,2020,46999.99999999999,Mumbai,4697.0,1882.0,1665.0,63.0,15.067987771349825,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.940173966008981,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Fiesta Titanium Diesel,2012,84999.99999999996,Jaipur,4320.0,1764.0,1486.0,40.0,12.765688433465597,1497.9999999999998,88.99999999999999,3750.0,204.0,2000.0,13.701192212433263,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
DZire VXi,2019,16652.000000000004,Ahmedabad,3995.0,1735.0,1515.0,37.0,13.445895102749807,1196.9999999999995,88.99999999999999,6000.0,113.0,4400.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Estilo VXi,2008,72541.99999999996,Mirzapur,3495.0,1495.0,1595.0,35.0,11.813030057420567,1060.9999999999998,63.99999999999998,6200.0,84.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amaze 1.2 E MT Petrol [2018-2020],2020,25000.000000000004,Delhi,3995.0,1695.0,1501.0,35.0,13.422467969854667,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],2019,10264.999999999995,Hyderabad,3765.0,1660.0,1520.0,43.0,13.081541382884074,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
X1 sDrive20d xLine,2020,37179.999999999985,Bangalore,4454.0,2035.0,1545.0,63.0,15.117063690629074,1995.0000000000007,184.00000000000006,4000.0,350.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Baleno Zeta 1.2,2021,21999.999999999993,Raipur,3995.0,1745.0,1500.0,37.0,13.623138665316818,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VXi,2009,113999.99999999996,Mumbai,4160.0,1690.0,1530.0,43.0,12.409013489526863,1297.9999999999995,87.0,6000.0,113.0,4500.0,13.0876568212651,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M-Class ML 350 CDI,2014,93999.99999999997,Mumbai,4804.0,2035.0,1796.0,70.0,14.77102200299171,2997.0000000000023,254.0,3600.0,619.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kwid 1.0 RXT [2016-2019],2018,22540.99999999998,Bangalore,3679.0,1579.0,1478.0,28.0,13.038979594549872,999.0000000000003,66.99999999999997,5500.0,91.0,4250.0,13.085894547754995,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ciaz Zeta 1.4 AT,2017,31000.000000000015,Mumbai,4490.0,1730.0,1485.0,43.0,13.515755904278224,1373.0,90.99999999999997,6000.0,130.0,4000.0,13.0876568212651,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i10 Sportz 1.2 AT Kappa2,2013,78301.00000000003,Pune,3585.0,1595.0,1550.0,35.0,12.721885810807203,1196.9999999999995,79.0,6000.0,112.7619,4000.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Alto 800 Lxi,2017,52100.00000000003,Lucknow,3395.0,1491.0,1475.0,35.0,12.487485104968359,925.1908124790585,46.99999999999999,6000.0,69.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thar CRDe 4x4 Non AC,2017,79000.00000000006,Mysore,3920.0,1710.0,1930.0,60.0,13.849911984681606,2498.0,104.99999999999997,3800.0,247.0,1800.0,13.7548285741869,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
A4 1.8 TFSI Multitronic Premium Plus,2010,67000.0,Dehradun,4701.0,1826.0,1427.0,63.0,13.815510557964274,1797.9999999999995,170.00000000000006,3800.0,320.0,1400.0,14.645617786857711,13.81,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Etios Liva G,2013,33999.99999999999,Pune,3775.0,1695.0,1510.0,45.0,12.765688433465597,1196.9999999999995,79.99999999999997,5600.0,104.0,3100.0,14.103649799670542,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta E Plus 1.6 Petrol,2017,49000.00000000002,Pune,4270.0,1780.0,1630.0,60.0,13.698976741708323,1590.9999999999998,122.00000000000003,6400.0,154.0,4850.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Scorpio VLX 2WD Airbag BS-IV,2013,170000.00000000012,Salem,4430.0,1817.0,1975.0,60.0,13.345506928718539,2179.000000000001,119.99999999999997,4000.0,290.0,1800.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Swift ZXi,2015,50599.00000000003,Chennai,3850.0,1695.0,1530.0,42.0,13.262125319779487,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wagon R LXI CNG (O),2021,17999.999999999993,Delhi,3599.0,1495.0,1700.0,35.0,13.345506928718539,998.0000000000002,57.999999999999986,6200.0,77.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
XUV500 W10 AT,2017,41469.99999999999,Delhi,4585.0,1890.0,1785.0,70.0,13.989463865087712,2179.000000000001,138.00000000000006,3750.0,330.0,1600.0,13.7548285741869,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Q7 45 TDI Premium Plus,2016,64999.999999999956,Pune,5052.0,1968.0,1740.0,75.0,15.459349897115708,2966.9999999999995,245.0000000000001,2910.0,600.0,1500.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Xcent S 1.2 (O),2015,23103.000000000004,Udupi,3995.0,1660.0,1520.0,43.0,13.102160670086809,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A4 2.0 TDI (143 bhp),2012,40031.00000000003,Pune,4370.0,1775.0,1550.0,50.0,13.955272500339433,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Compass Longitude (O) 2.0 Diesel [2017-2020],2019,64999.999999999956,Mohali,4395.0,1818.0,1640.0,60.0,14.276094965293519,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.252383454646322,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
F-Pace Prestige,2018,90867.99999999996,Chennai,4731.0,2035.0,1651.0,82.0,15.250595083253597,1998.9999999999993,176.99999999999994,4000.0,430.0,1750.0,14.766056716400424,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fiesta Style Diesel [2011-2014],2013,73999.99999999997,Hyderabad,4291.0,1722.0,1496.0,43.0,12.594730635321957,1497.9999999999998,88.99999999999999,3750.0,204.0,2000.0,13.701192212433263,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amaze 1.2 S i-VTEC,2014,58599.999999999985,Pune,3990.0,1680.0,1505.0,35.0,12.959844447906553,1198.0,87.0,6000.0,109.0,4500.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
DZire ZXi Plus AMT,2018,41999.99999999999,Mumbai,3995.0,1735.0,1515.0,37.0,13.507625778194974,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,13.0876568212651,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Estilo VXi BS-IV,2012,52000.000000000044,Pune,3600.0,1495.0,1595.0,35.0,12.345830240069793,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Evoque SE Dynamic,2021,11999.999999999998,Hyderabad,4360.0,2035.0,1635.0,57.0,15.687312734865866,1998.9999999999993,176.99999999999994,4000.0,430.0,1750.0,15.278102064185989,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto VXi,2014,82681.99999999996,Pune,3620.0,1491.0,1460.0,35.0,12.506177237980511,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
