Model,Year,Kilometer,Location,Length,Width,Height,Fuel Tank Capacity,Log_Price,Engine_Value,Max_Power_Value,Max_Power_RPM,Max_Torque_Value,Max_Torque_RPM,Make_encoded,Drivetrain_encoded,Fuel_CNG,Fuel_Others,Fuel_Petrol,Transmission_is_Automatic,Color_Medium,Color_Premium,Color_Rare,Color_Silver,Color_Standard,Owner_First_Owner,Owner_Fourth_Plus_Owner,Owner_New,Owner_Second_Owner,Owner_Third_Owner,Seller_Commercial Registration,Seller_Corporate,Seating_2,Seating_4,Seating_6,Seating_7,Seating_8
S-Cross Zeta 1.6,2017,52835.99999999998,Ahmedabad,4300.0,1765.0,1590.0,48.0,13.592367006650065,1598.0,118.00000000000004,3750.0,320.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLC 220 d Progressive,2018,50000.000000000015,Delhi,4656.0,1890.0,1639.0,66.0,15.03928598958639,2143.0000000000005,167.99999999999997,3000.0,400.0,1400.0,14.979287245081439,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harrier XZ,2020,14400.00000000001,Ahmedabad,4598.0,1894.0,1706.0,50.0,14.375126345899696,1955.9999999999993,167.99999999999997,3750.0,350.0,1750.0,13.539726337744348,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Nexon XZ Plus Dark Edition,2022,7404.661098281211,Kolkata,3993.0,1811.0,1606.0,44.0,13.864300722133706,1198.9999999999998,118.00000000000004,5500.0,170.0,1750.0,13.539726337744348,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S-Class S 350 CDI,2015,54000.00000000001,Faridabad,5246.0,1899.0,1494.0,70.0,15.520258650202699,2987.000000000002,254.99999999999991,3600.0,620.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R LXi,2012,54000.00000000001,Agra,3539.0,1491.0,1700.0,35.0,12.301382825334498,998.0000000000002,68.00000000000001,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R VXI+,2020,7404.661098281211,Samastipur,3636.0,1491.0,1670.0,35.0,13.190022025878143,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Santro Sportz AMT [2018-2020],2019,34400.0,Ranchi,3610.0,1645.0,1560.0,35.0,12.983099011217604,1085.9999999999998,68.00000000000001,5500.0,99.0,4500.0,13.332835658211609,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ertiga VXI CNG,2017,76642.00000000004,Mumbai,4296.0,1695.0,1685.0,45.0,13.592367006650065,1373.0,94.0,6000.0,130.0,4000.0,13.0876568212651,13.81,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Innova 2.5 VX 7 STR BS-III,2014,84999.99999999996,Bangalore,4585.0,1760.0,1760.0,55.0,14.070152776337855,2494.0000000000005,100.00000000000004,3600.0,200.0,1400.0,14.103649799670542,13.81,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Mustang GT Fastback 5.0L v8,2017,25000.000000000004,Chennai,4784.0,2035.0,1391.0,60.9,15.89495209964411,3165.290134357197,396.0,6500.0,515.0,4250.0,13.701192212433263,13.81,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Creta SX 1.5 Diesel [2020-2022],2020,19700.00000000001,Mumbai,4300.0,1790.0,1635.0,50.0,14.284263405308357,1493.0,113.00000000000003,4000.0,250.0,1500.0,13.332835658211609,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLS 450 4MATIC,2021,16999.99999999999,Delhi,5207.0,2035.0,1823.0,90.0,16.38812278817138,2999.0000000000023,362.00000000000017,5500.0,500.0,1600.0,14.979287245081439,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Kwid 1.0 RXL [2017-2019],2018,47874.0,Bangalore,3679.0,1579.0,1478.0,28.0,12.873902018105829,999.0000000000003,66.99999999999997,5500.0,91.0,4250.0,13.085894547754995,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Quanto C8,2013,51499.99999999996,Kolkata,3985.0,1850.0,1880.0,55.0,12.388394202324129,1493.0,100.00000000000004,3750.0,240.0,1600.0,13.7548285741869,13.81,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Vento Highline Plus 1.6 (P),2021,35000.00000000001,Chennai,4390.0,1699.0,1467.0,55.0,13.753635154246187,1598.0,103.00000000000001,5250.0,153.0,3800.0,13.36190214923346,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Vitara Brezza ZDi,2018,37093.00000000003,Jalandhar,3995.0,1790.0,1640.0,48.0,13.652991628466498,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Innova 2.5 V 7 STR,2012,143477.00000000006,Dehradun,4555.0,1770.0,1755.0,55.0,13.38472764187182,2494.0000000000005,101.99999999999996,5600.0,200.0,1400.0,14.103649799670542,13.81,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A6 35 TDI Matrix,2015,60999.999999999956,Delhi,4933.0,1874.0,1455.0,75.0,14.496078956317358,1967.9999999999998,190.0,3800.0,400.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Celerio VXi AMT,2015,70000.00000000001,Ahmedabad,3600.0,1600.0,1560.0,35.0,12.873902018105829,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kwid 1.0 RXL [2017-2019],2019,31999.999999999993,Mumbai,3679.0,1579.0,1478.0,28.0,12.80765263256463,999.0000000000003,66.99999999999997,5500.0,91.0,4250.0,13.085894547754995,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift VXi,2012,29999.99999999999,Patna,3850.0,1695.0,1530.0,42.0,12.691580461311874,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3-Series 320d Luxury Line,2013,64999.999999999956,Kolkata,4633.0,1811.0,1429.0,57.0,14.148404973237604,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swift DZire ZXI,2015,70000.00000000001,Mohali,3995.0,1695.0,1555.0,42.0,13.208541073645382,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Thar LX 4-STR Hard Top Petrol AT,2022,10000.00000000001,Jalandhar,3985.0,1820.0,1844.0,57.0,14.316285845876763,1997.0,149.99999999999997,5000.0,320.0,1500.0,13.7548285741869,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Verna Fluidic 1.6 CRDi SX,2014,73999.99999999997,Mohali,4370.0,1700.0,1475.0,43.0,13.208541073645382,1581.9999999999993,126.0,4000.0,260.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
i20 Magna 1.2,2011,75430.99999999994,Mumbai,4370.0,1775.0,1550.0,50.0,12.429216196844383,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 SX Plus AT Petrol,2017,50049.99999999997,Delhi,4270.0,1780.0,1630.0,60.0,13.886900554050946,1590.9999999999998,122.00000000000003,6400.0,154.0,4850.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amaze 1.2 V CVT Petrol [2018-2020],2019,22224.000000000007,Pune,3995.0,1695.0,1501.0,35.0,13.58609739363647,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CLA 200 CDI Sport (CBU),2018,22999.999999999996,Mumbai,4630.0,1777.0,1432.0,50.0,14.854018922562679,2143.0000000000005,133.99999999999997,3600.0,300.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Compass Limited Plus 2.0 Diesel 4x4 AT,2020,11293.000000000005,Mumbai,4395.0,1818.0,1640.0,60.0,14.721750953984929,1955.9999999999993,171.00000000000009,3750.0,350.0,1750.0,14.252383454646322,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R VXI,2017,72018.99999999999,Ranchi,3599.0,1495.0,1700.0,35.0,12.751299696013497,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Vitara Brezza VDi,2019,81300.00000000003,Ludhiana,3995.0,1790.0,1640.0,48.0,13.623138665316818,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Magnite XL,2021,28000.00000000002,Zirakpur,3994.0,1758.0,1572.0,40.0,13.345506928718539,999.0000000000003,71.0,6250.0,96.0,3500.0,13.343536423603807,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CLA 200 Petrol Sport,2015,18999.999999999985,Pune,4630.0,1777.0,1432.0,50.0,14.496078956317358,1990.999999999999,181.00000000000006,5500.0,300.0,1200.0,14.979287245081439,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Corolla Altis 1.8 G AT,2014,62999.99999999995,Delhi,4540.0,1760.0,1480.0,55.0,13.698976741708323,1797.9999999999995,138.00000000000006,6400.0,173.0,4000.0,14.103649799670542,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Swift VXi [2014-2017],2019,46027.000000000015,Hyderabad,3850.0,1695.0,1530.0,42.0,13.45166712454693,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Endeavour Titanium 3.2 4x4 AT,2019,41525.99999999997,Coimbatore,4892.0,1860.0,1837.0,80.0,15.053884789007542,3165.290134357197,197.0,3000.0,470.0,1750.0,13.701192212433263,13.81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2016,16630.000000000015,Mumbai,3765.0,1660.0,1520.0,43.0,13.071070083016778,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elantra 1.8 SX MT,2013,16999.99999999999,Pune,4530.0,1775.0,1470.0,56.0,13.37700559577791,1797.0000000000005,146.99999999999997,6500.0,177.0,4700.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scorpio S11 4WD 7 STR,2018,67999.99999999999,Ludhiana,4456.0,1820.0,1995.0,60.0,14.214286677921642,2179.000000000001,139.99999999999994,3750.0,320.0,1500.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Fortuner 3.0 4x4 MT,2012,12749.0,Kolkata,4705.0,1840.0,1850.0,80.0,13.996998434009651,2982.000000000002,169.0,3600.0,343.0,1400.0,14.103649799670542,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
i10 Magna 1.2 Kappa2,2013,15780.000000000013,Thane,3585.0,1595.0,1550.0,35.0,12.691580461311874,1196.9999999999995,79.0,6000.0,112.7619,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Discovery Sport SE R-Dynamic Petrol,2021,14500.000000000004,Delhi,4600.0,2035.0,1724.0,70.0,15.761420707019587,1997.0,245.0000000000001,5500.0,365.0,1500.0,15.278102064185989,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
GLE 250 d,2017,90000.00000000001,Ludhiana,4819.0,2035.0,1796.0,93.0,15.24821129189832,2143.0000000000005,201.0,3800.0,500.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X1 sDrive20d xLine,2018,50000.000000000015,Delhi,4454.0,2035.0,1545.0,63.0,14.790070197962406,1995.0000000000007,184.00000000000006,4000.0,350.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Xcent S 1.1 CRDi (O),2014,81000.00000000007,Lucknow,3995.0,1660.0,1520.0,43.0,12.873902018105829,1119.9999999999998,71.0,4000.0,180.0,1750.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Verna Fluidic 1.6 CRDi SX,2014,61999.99999999997,Delhi,4370.0,1700.0,1475.0,43.0,12.936033799212835,1581.9999999999993,126.0,4000.0,260.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
XJ 3.0 V6 Portfolio,2014,66500.00000000006,Delhi,5252.0,1899.0,1457.0,83.0,14.962913010801817,2993.0000000000027,271.00000000000006,4000.0,600.0,2000.0,14.766056716400424,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City E Diesel,2014,139999.9999999999,Hyderabad,4440.0,1695.0,1495.0,40.0,13.120361374733656,1497.9999999999998,98.99999999999999,3600.0,200.0,1750.0,13.247622182348156,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rapid 1.5 TDI CR Ambition Plus AT,2014,87999.99999999996,Pune,4386.0,1699.0,1466.0,55.0,13.120361374733656,1497.9999999999998,103.00000000000001,4400.0,250.0,1500.0,13.940173966008981,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Discovery 2.0 HSE 4WD Diesel,2020,21999.999999999993,Delhi,4988.0,2035.0,1846.0,50.0,15.363073066680286,1998.9999999999993,237.00000000000009,4000.0,430.0,1400.0,15.278102064185989,13.81,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
GLC 220 d Progressive,2017,45599.99999999998,Mumbai,4656.0,1890.0,1639.0,66.0,15.163583706263967,2143.0000000000005,167.99999999999997,3000.0,400.0,1400.0,14.979287245081439,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i10 1.1L iRDE ERA Special Edition,2012,18954.000000000007,Patna,3585.0,1595.0,1550.0,35.0,12.449014902564246,1085.9999999999998,68.00000000000001,5500.0,99.081,4500.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Terrano XV D THP 110 PS,2016,76584.0,Mumbai,4331.0,1822.0,1671.0,50.0,13.38472764187182,1461.0000000000002,108.00000000000003,3900.0,248.0,2250.0,13.343536423603807,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VXI,2015,52000.000000000044,Roorkee,3995.0,1695.0,1555.0,42.0,13.017002861746503,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i20 Sportz 1.4 CRDI,2014,75000.00000000004,Bangalore,3940.0,1710.0,1505.0,45.0,13.217673557208654,1396.0,90.0,4000.0,220.0,1750.0,13.332835658211609,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6-Series GT 630d Luxury Line [2018-2019],2019,79000.00000000006,Pune,5091.0,1902.0,1538.0,68.0,15.444751097694555,2993.0000000000027,264.99999999999994,4000.0,620.0,2000.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vento Highline 1.0L TSI,2021,37230.0,Hyderabad,4390.0,1699.0,1467.0,55.0,13.997832114758229,999.0000000000003,108.99999999999997,5000.0,175.0,1750.0,13.36190214923346,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Kwid 1.0 RXT AMT Opt,2019,31999.999999999993,Coimbatore,3679.0,1579.0,1478.0,28.0,13.102160670086809,999.0000000000003,66.99999999999997,5500.0,91.0,4250.0,13.085894547754995,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire LXI (O),2017,68999.99999999997,Faridabad,3995.0,1695.0,1555.0,42.0,12.950388112664518,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Celerio ZXi,2015,41999.99999999999,Bangalore,3600.0,1600.0,1560.0,35.0,13.142164043914272,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Baleno Zeta 1.2,2021,58000.00000000003,Varanasi,3995.0,1745.0,1500.0,37.0,13.527828485512494,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Figo Titanium1.5 TDCi,2019,71569.0,Lucknow,3886.0,1695.0,1525.0,40.0,13.262125319779487,1497.9999999999998,98.99999999999999,3750.0,215.0,1750.0,13.701192212433263,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eon Sportz,2013,33999.99999999999,Pune,3495.0,1550.0,1500.0,32.0,12.524526376648708,925.1908124790585,55.000000000000014,5500.0,75.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pajero 2.5 MT,2013,95000.00000000001,Bangalore,4695.0,1815.0,1840.0,70.0,14.077874822431765,2476.999999999999,175.99999999999991,4000.0,400.0,2000.0,13.977824558629855,13.81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Nexon EV XZ Plus,2020,48400.00000000001,Bangalore,3993.0,1811.0,1606.0,50.0,14.253765488895429,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.539726337744348,13.81,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ciaz Alpha Hybrid 1.5 [2018-2020],2019,33999.99999999999,Delhi,4490.0,1730.0,1485.0,43.0,13.721199878493033,1461.9999999999995,103.00000000000001,6000.0,138.0,4400.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elite i20 Asta 1.2,2015,47752.000000000015,Mumbai,3985.0,1734.0,1505.0,45.0,13.219490088135052,1196.9999999999995,82.00000000000001,6000.0,115.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift ZXi AMT [2018-2019],2019,11874.000000000004,Pune,3840.0,1735.0,1530.0,37.0,13.493926933836812,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vento Highline Diesel,2013,77999.99999999994,Dehradun,4384.0,1699.0,1466.0,55.0,12.765688433465597,1598.0,103.00000000000001,4400.0,250.0,1500.0,13.36190214923346,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q3 35 TDI Premium Plus + Sunroof,2014,71795.99999999999,Bangalore,4385.0,1831.0,1608.0,64.0,14.187074114396758,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Swift VXi,2014,75000.00000000004,Mohali,3850.0,1695.0,1530.0,42.0,13.049792684569493,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C-Class C 200 Avantgarde,2015,31000.000000000015,Mumbai,4686.0,1810.0,1442.0,66.0,14.615267473582477,1990.999999999999,181.00000000000006,5500.0,300.0,1200.0,14.979287245081439,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R LXi CNG,2013,89000.00000000004,Lucknow,3539.0,1491.0,1700.0,35.0,12.468436909997665,998.0000000000002,59.000000000000014,6200.0,77.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.4 S Plus,2019,67999.99999999999,Bhopal,4270.0,1780.0,1630.0,60.0,13.892471599100402,1396.0,88.99999999999999,4000.0,224.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R LXi 1.0 CNG [2019-2020],2019,31000.000000000015,Delhi,3655.0,1620.0,1675.0,60.0,13.262125319779487,998.0000000000002,57.999999999999986,5500.0,78.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Altroz XT Petrol,2020,40000.0,Kolkata,3990.0,1755.0,1523.0,37.0,13.262125319779487,1198.9999999999998,85.00000000000001,6000.0,113.0,3300.0,13.539726337744348,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Endeavour Titanium 2.0 4x2 AT,2021,9400.000000000002,Delhi,4903.0,1869.0,1837.0,80.0,15.19553530607057,1996.0000000000007,167.99999999999997,3500.0,420.0,2000.0,13.701192212433263,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nano Base,2010,60000.000000000015,Gurgaon,3099.0,1495.0,1652.0,15.0,10.799575577092764,925.1908124790585,34.99999999999999,5250.0,48.0,3000.0,13.539726337744348,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2021,18105.000000000004,Bangalore,3765.0,1660.0,1520.0,43.0,13.547631112808673,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Scorpio S10,2014,100000.00000000004,Mumbai,4456.0,1820.0,1995.0,60.0,13.681979165339751,2179.000000000001,119.99999999999997,4000.0,280.0,1800.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Thar CRDe 4x4 Non AC,2015,84999.99999999996,Ambala Cantt,3920.0,1710.0,1930.0,60.0,13.17115354157376,2498.0,104.99999999999997,3800.0,247.0,1800.0,13.7548285741869,13.81,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Rapid Ambition 1.6 TDI CR MT,2016,83000.0,Chandigarh,4386.0,1699.0,1466.0,55.0,13.217673557208654,1598.0,104.99999999999997,4400.0,250.0,2500.0,13.940173966008981,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLE 300d 4MATIC LWB,2022,10000.00000000001,Delhi,4924.0,2035.0,1772.0,93.0,16.034714042019267,1950.0000000000005,240.99999999999994,4200.0,500.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tiguan AllSpace 2.0 TSI,2021,25000.000000000004,Mumbai,4701.0,1839.0,1674.0,60.0,15.031905882288767,1983.9999999999993,188.0,4200.0,320.0,1500.0,13.36190214923346,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Fortuner 2.8 4x2 AT [2016-2020],2020,55000.00000000004,Delhi,4795.0,1855.0,1835.0,80.0,15.082458161451598,2754.999999999999,174.0,3400.0,450.0,1600.0,14.103649799670542,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Marazzo M6 Plus 8 STR,2021,36699.99999999997,Chennai,4585.0,1866.0,1774.0,45.0,14.210925330218936,1497.0000000000007,121.00000000000003,3500.0,300.0,1750.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
i20 Sportz 1.4 CRDI,2014,67999.99999999999,Agra,3940.0,1710.0,1505.0,45.0,12.923909999653127,1396.0,90.0,4000.0,220.0,1750.0,13.332835658211609,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Grand i10 Asta 1.1 CRDi [2013-2016],2016,70999.99999999994,Kanpur,3765.0,1660.0,1520.0,43.0,12.751299696013497,1119.9999999999998,70.00000000000003,4000.0,160.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Elantra 1.8 SX AT,2013,62999.99999999995,Mumbai,4530.0,1775.0,1470.0,56.0,13.208541073645382,1797.0000000000005,146.99999999999997,6500.0,177.0,4700.0,13.332835658211609,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VDI,2013,41999.99999999999,Patna,3995.0,1695.0,1555.0,42.0,12.768541502448002,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3-Series 320d Luxury Line,2015,82000.0,Delhi,4633.0,1811.0,1429.0,57.0,14.340238495183105,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
City S Diesel,2017,132683.00000000012,Kolkata,4440.0,1695.0,1495.0,40.0,12.429216196844383,1497.9999999999998,98.99999999999999,3600.0,200.0,1750.0,13.247622182348156,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Celerio ZXi [2019-2020],2019,25000.000000000004,Muzaffurpur,3695.0,1600.0,1560.0,35.0,13.071070083016778,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Verna 1.6 VTVT SX (O),2019,20000.000000000015,Delhi,4375.0,1700.0,1475.0,43.0,13.976778705560397,1590.9999999999998,121.00000000000003,6300.0,158.0,4200.0,13.332835658211609,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
