Model,Year,Kilometer,Location,Length,Width,Height,Fuel Tank Capacity,Engine_Value,Max_Power_Value,Max_Power_RPM,Max_Torque_Value,Max_Torque_RPM,Make_encoded,Drivetrain_encoded,Fuel_CNG,Fuel_Others,Fuel_Petrol,Transmission_is_Automatic,Color_Medium,Color_Premium,Color_Rare,Color_Silver,Color_Standard,Owner_First_Owner,Owner_Fourth_Plus_Owner,Owner_New,Owner_Second_Owner,Owner_Third_Owner,Seller_Commercial Registration,Seller_Corporate,Seating_2,Seating_4,Seating_6,Seating_7,Seating_8
Swift ZXi Plus [2018-2019],2020,10999.999999999993,Bangalore,3840.0,1735.0,1530.0,37.0,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X3 xDrive-20d xLine,2018,70000.00000000001,Mumbai,4657.0,1881.0,1678.0,67.0,1995.0000000000007,190.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Terrano XL D Plus,2014,84999.99999999996,Hyderabad,4331.0,1822.0,1671.0,50.0,1461.0000000000002,83.99999999999999,3750.0,200.0,1900.0,13.343536423603807,13.81,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Innova 2.4 ZX 7 STR [2016-2020],2016,145000.00000000012,Lucknow,4735.0,1830.0,1795.0,55.0,2392.999999999999,147.99999999999994,3400.0,343.0,1400.0,14.103649799670542,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
City ZX Diesel,2021,10999.999999999993,Lucknow,4440.0,1695.0,1495.0,40.0,1497.9999999999998,98.99999999999999,3600.0,200.0,1750.0,13.247622182348156,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q2 Premium Plus I 40 TFSI quattro,2020,10700.000000000005,Ahmedabad,4318.0,1805.0,1548.0,55.0,1983.9999999999993,188.0,4200.0,320.0,1500.0,14.645617786857711,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5-Series 520d Modern Line,2014,58000.00000000003,Mumbai,4899.0,2035.0,1464.0,50.0,1995.0000000000007,184.00000000000006,4000.0,380.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fortuner 2.8 4x2 AT [2016-2020],2019,71500.00000000001,Delhi,4795.0,1855.0,1835.0,80.0,2754.999999999999,174.0,3400.0,450.0,1600.0,14.103649799670542,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Venue SX Plus 1.0 Turbo DCT,2020,26200.000000000022,Delhi,3995.0,1770.0,1605.0,45.0,998.0000000000002,118.00000000000004,6000.0,172.0,1500.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto VXi (O),2019,21999.999999999993,Ludhiana,3545.0,1491.0,1475.0,35.0,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A4 1.8 TFSI Multitronic Premium Plus,2020,28600.000000000022,Lucknow,4701.0,1826.0,1427.0,63.0,1797.9999999999995,170.00000000000006,3800.0,320.0,1400.0,14.645617786857711,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City VX (O) MT,2014,37000.00000000001,Delhi,4440.0,1695.0,1495.0,40.0,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M-Class 350 CDI,2014,60514.000000000044,Pune,4781.0,1911.0,1774.0,95.0,2987.000000000002,234.00000000000006,3800.0,535.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta SX (O) 1.5 Diesel Automatic,2022,7404.661098281211,Surat,4300.0,1790.0,1635.0,50.0,1493.0,113.00000000000003,4000.0,250.0,1500.0,13.332835658211609,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],2017,28999.999999999996,Bangalore,3765.0,1660.0,1520.0,43.0,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Tucson GL 2WD AT Diesel,2019,44875.999999999985,Bangalore,4475.0,1850.0,1660.0,62.0,1995.0000000000007,181.99999999999997,4000.0,400.0,1750.0,13.332835658211609,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V40 D3 R-Design,2018,41999.99999999999,Raipur,4370.0,1783.0,1458.0,60.0,1983.9999999999993,149.99999999999997,3500.0,350.0,1500.0,14.426292544644863,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Swift ZDi,2017,38257.99999999998,Varanasi,3840.0,1735.0,1530.0,37.0,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i10 Sportz 1.2,2010,86000.00000000001,Chennai,3565.0,1595.0,1550.0,35.0,1196.9999999999995,79.99999999999997,5200.0,111.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Discovery 2.0 HSE 4WD Diesel,2020,21999.999999999993,Delhi,4988.0,2035.0,1846.0,50.0,1998.9999999999993,237.00000000000009,4000.0,430.0,1400.0,15.278102064185989,13.81,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Scorpio LX BS-III,2009,90000.00000000001,Lucknow,4430.0,1817.0,1975.0,60.0,2179.000000000001,119.99999999999997,4000.0,290.0,1800.0,13.7548285741869,13.81,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
V40 D3 R-Design,2017,13999.999999999995,Delhi,4370.0,1783.0,1458.0,60.0,1983.9999999999993,149.99999999999997,3500.0,350.0,1500.0,14.426292544644863,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i10 Magna (O),2008,61999.99999999997,Mumbai,3565.0,1595.0,1550.0,35.0,1085.9999999999998,66.99999999999997,5500.0,99.0,2800.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
City V,2019,12381.999999999998,Pune,4440.0,1695.0,1495.0,40.0,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Fortuner 2.8 4x2 MT [2016-2020],2019,92000.00000000007,Lucknow,4795.0,1855.0,1835.0,80.0,2754.999999999999,174.0,3400.0,420.0,1600.0,14.103649799670542,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Wagon R LXi 1.0 CNG [2019-2020],2019,31000.000000000015,Delhi,3655.0,1620.0,1675.0,60.0,998.0000000000002,57.999999999999986,5500.0,78.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3-Series 320d Sport Line [2014-2016],2014,82000.0,Mohali,4624.0,2031.0,1429.0,50.0,1995.0000000000007,184.00000000000006,4000.0,380.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S-Presso VXi,2021,7941.999999999999,Thane,3565.0,1520.0,1564.0,27.0,998.0000000000002,66.99999999999997,5500.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
V40 D3 R-Design,2017,67999.99999999999,Mumbai,4370.0,1783.0,1458.0,60.0,1983.9999999999993,149.99999999999997,3500.0,350.0,1500.0,14.426292544644863,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
WR-V VX MT Petrol,2019,16999.99999999999,Ahmedabad,3999.0,1734.0,1601.0,40.0,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nexon XMA Petrol,2018,81000.00000000007,Valsad,3994.0,1811.0,1607.0,44.0,1198.0,108.00000000000003,5000.0,170.0,1750.0,13.539726337744348,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Elantra 1.6 SX AT,2014,80000.0,Delhi,4530.0,1775.0,1470.0,56.0,1581.9999999999993,126.0,4000.0,259.0,1900.0,13.332835658211609,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto VXi (O),2018,17999.999999999993,Lucknow,3545.0,1491.0,1475.0,35.0,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
X1 sDrive20d xLine,2021,8000.0000000000055,Delhi,4454.0,2035.0,1545.0,63.0,1995.0000000000007,184.00000000000006,4000.0,350.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vitara Brezza VDi (O) [2016-2018],2018,80000.0,Mohali,3995.0,1790.0,1640.0,48.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Cruze LTZ AT,2014,73265.0,Delhi,4597.0,1788.0,1477.0,60.0,1997.999999999999,164.00000000000006,3800.0,380.0,2000.0,13.244374287794319,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Innova 2.5 V 7 STR,2012,143477.00000000006,Dehradun,4555.0,1770.0,1755.0,55.0,2494.0000000000005,101.99999999999996,5600.0,200.0,1400.0,14.103649799670542,13.81,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A6 35 TDI Matrix,2016,60000.000000000015,Mumbai,4933.0,1874.0,1455.0,75.0,1967.9999999999998,190.0,3800.0,400.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Duster 85 PS RXS 4X2 MT Diesel,2018,23999.99999999999,Bangalore,4315.0,1822.0,1695.0,50.0,1461.0000000000002,83.99999999999999,3750.0,200.0,1900.0,13.085894547754995,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ciaz VDi (O) SHVS,2017,86000.00000000001,Lucknow,4490.0,1730.0,1485.0,43.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City VX CVT,2015,58999.99999999997,Faridabad,4440.0,1695.0,1495.0,40.0,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Q5 40 TDI Premium Plus,2020,17999.999999999993,Delhi,4663.0,1893.0,1659.0,70.0,1967.9999999999998,188.0,3800.0,400.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swift ZXi,2014,25703.999999999996,Mumbai,3850.0,1695.0,1530.0,42.0,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
City VX (O) MT BL,2018,50000.000000000015,Patna,4440.0,1695.0,1495.0,40.0,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Q7 45 TDI Premium Plus,2017,44999.999999999985,Mumbai,5052.0,1968.0,1740.0,75.0,2966.9999999999995,245.0000000000001,2910.0,600.0,1500.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
WR-V S MT Petrol,2017,23797.99999999998,Ahmedabad,3999.0,1734.0,1601.0,40.0,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X1 sDrive20d xLine,2018,49000.00000000002,Bangalore,4454.0,2035.0,1545.0,63.0,1995.0000000000007,184.00000000000006,4000.0,350.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Etios GD,2013,90000.00000000001,Bulandshahar,4265.0,1695.0,1510.0,45.0,1364.0000000000005,68.00000000000001,3600.0,170.0,2400.0,14.103649799670542,13.81,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Thar LX 4-STR Hard Top Diesel AT,2022,14999.99999999999,Delhi,3985.0,1820.0,1844.0,57.0,2184.0000000000005,129.99999999999997,3750.0,300.0,1600.0,13.7548285741869,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Creta SX 1.6 AT Petrol,2019,9576.000000000005,Bangalore,4270.0,1780.0,1665.0,55.0,1590.9999999999998,122.00000000000003,6400.0,151.0,4850.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A4 Premium Plus 40 TFSI,2022,21999.999999999993,Delhi,4762.0,1847.0,1433.0,54.0,1983.9999999999993,188.0,4200.0,320.0,1450.0,14.645617786857711,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cooper D 3 Door,2019,7404.661098281211,Delhi,3821.0,1727.0,1414.0,44.0,1495.9999999999993,114.00000000000003,4000.0,270.0,1750.0,14.516270808655126,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Seltos GTX Plus AT 1.4 [2019-2020],2021,7404.661098281211,Bangalore,4315.0,1800.0,1645.0,50.0,1352.9999999999995,138.00000000000006,6000.0,242.0,1500.0,14.082939331174831,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Fortuner 2.8 4x4 AT [2016-2020],2017,64999.999999999956,Gurgaon,4795.0,1855.0,1835.0,80.0,2754.999999999999,174.0,3400.0,450.0,1600.0,14.103649799670542,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
C-Class 220 BlueEfficiency,2013,102000.00000000001,Jalandhar,4596.0,1770.0,1447.0,66.0,2143.0000000000005,170.00000000000006,4200.0,400.0,2800.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Innova 2.5 GX BS IV 7 STR,2015,98000.00000000003,Mumbai,4585.0,1765.0,1760.0,55.0,2494.0000000000005,101.00000000000003,3600.0,200.0,1200.0,14.103649799670542,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],2019,10264.999999999995,Hyderabad,3765.0,1660.0,1520.0,43.0,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
City VX CVT,2016,44999.999999999985,Mumbai,4440.0,1695.0,1495.0,40.0,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3-Series 320d Luxury Line [2014-2016],2014,103000.00000000001,Lucknow,4624.0,2031.0,1429.0,50.0,1995.0000000000007,184.00000000000006,4000.0,380.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wagon R LXi LPG,2012,35000.00000000001,Varanasi,3595.0,1491.0,1700.0,28.0,998.0000000000002,46.0,6200.0,85.0,3500.0,13.0876568212651,13.81,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2016,61223.000000000015,Kanpur,3765.0,1660.0,1520.0,43.0,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ertiga ZDi,2013,71999.99999999996,Mumbai,4265.0,1695.0,1685.0,45.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Vitara Brezza ZDi Plus,2018,82000.0,Ahmedabad,3995.0,1790.0,1640.0,48.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Endeavour Sport 2.0 4x4 AT,2021,41086.00000000002,Pune,4903.0,1869.0,1837.0,80.0,1996.0000000000007,167.99999999999997,3500.0,420.0,2000.0,13.701192212433263,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Creta 1.6 SX Plus AT,2016,66000.0,Raipur,4270.0,1780.0,1630.0,60.0,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VDI,2015,55000.00000000004,Dehradun,3995.0,1695.0,1555.0,42.0,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
GLC 220d 4MATIC Progressive,2022,7404.661098281211,Hyderabad,4658.0,1890.0,1644.0,66.0,1950.0000000000005,192.0,3800.0,400.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
City V Diesel,2016,38000.000000000015,Patna,4440.0,1695.0,1495.0,40.0,1497.9999999999998,98.99999999999999,3600.0,200.0,1750.0,13.247622182348156,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Etios GD,2013,75000.00000000004,Kanpur,4265.0,1695.0,1510.0,45.0,1364.0000000000005,68.00000000000001,3600.0,170.0,2400.0,14.103649799670542,13.81,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Scorpio S2,2016,41999.99999999999,Patna,4456.0,1820.0,1930.0,60.0,2522.999999999999,74.99999999999997,3200.0,200.0,1400.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Quanto C8,2013,51499.99999999996,Kolkata,3985.0,1850.0,1880.0,55.0,1493.0,100.00000000000004,3750.0,240.0,1600.0,13.7548285741869,13.81,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
S-Class 350,2007,102000.00000000001,Pune,5076.0,1871.0,1473.0,90.0,3165.290134357197,272.0000000000001,6000.0,350.0,2400.0,14.979287245081439,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
City V CVT Petrol [2017-2019],2021,10999.999999999993,Mumbai,4440.0,1695.0,1495.0,40.0,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vitara Brezza ZDi+ Dual Tone [2017-2018],2017,80000.0,Kanpur,3995.0,1790.0,1640.0,48.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i10 Sportz 1.2,2010,60000.000000000015,Roorkee,3565.0,1595.0,1550.0,35.0,1196.9999999999995,79.99999999999997,5200.0,111.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i10 Sportz 1.2 Kappa2,2012,75000.00000000004,Pune,3585.0,1595.0,1550.0,35.0,1196.9999999999995,79.0,6000.0,112.7619,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto VXi,2014,113999.99999999996,Aurangabad,3620.0,1491.0,1460.0,35.0,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
XF Prestige Diesel CBU,2019,13500.000000000004,Delhi,5067.0,2035.0,1457.0,66.0,1998.9999999999993,176.99999999999994,4000.0,430.0,1750.0,14.766056716400424,13.81,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Estilo VXi,2008,72541.99999999996,Mirzapur,3495.0,1495.0,1595.0,35.0,1060.9999999999998,63.99999999999998,6200.0,84.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vitara Brezza ZDi,2018,84999.99999999996,Hyderabad,3995.0,1790.0,1640.0,48.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A6 Technology 45 TFSI,2021,7934.999999999999,Surat,4939.0,1886.0,1457.0,73.0,1983.9999999999993,240.99999999999994,5000.0,370.0,1600.0,14.645617786857711,13.81,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
XUV500 W10 AT,2016,104999.99999999997,Mumbai,4585.0,1890.0,1785.0,70.0,2179.000000000001,138.00000000000006,3750.0,330.0,1600.0,13.7548285741869,13.81,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Baleno Delta 1.2,2021,35499.99999999999,Ranchi,3995.0,1745.0,1500.0,37.0,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amaze 1.2 E MT Petrol [2018-2020],2020,25000.000000000004,Delhi,3995.0,1695.0,1501.0,35.0,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A6 35 TDI Matrix,2018,35999.99999999998,Pune,4933.0,1874.0,1455.0,75.0,1967.9999999999998,190.0,3800.0,400.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i20 Sportz 1.2 BS-IV,2011,84872.99999999993,Indore,4370.0,1775.0,1550.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Elantra 1.8 SX MT,2014,63999.99999999997,Dehradun,4530.0,1775.0,1470.0,56.0,1797.0000000000005,146.99999999999997,6500.0,177.0,4700.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
E-Class 200,2022,7404.661098281211,Bangalore,4370.0,1775.0,1550.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.979287245081439,13.81,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V-Class Elite LWB,2020,40000.0,Delhi,5140.0,1928.0,1901.0,57.0,1950.0000000000005,161.00000000000003,4200.0,380.0,1200.0,14.979287245081439,13.81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Kwid 1.0 RXT Edition,2018,75500.00000000006,Raipur,3679.0,1579.0,1478.0,28.0,999.0000000000003,66.99999999999997,5500.0,91.0,4250.0,13.085894547754995,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ciaz Delta 1.4 MT,2018,46000.000000000044,Noida,4490.0,1730.0,1485.0,43.0,1373.0,90.99999999999997,6000.0,130.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alcazar Signature (O) 6 STR 2.0 Petrol AT,2021,23999.99999999999,Mumbai,4500.0,1790.0,1675.0,50.0,1998.9999999999993,156.99999999999994,6500.0,191.0,4500.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Fortuner 2.8 4x4 AT [2016-2020],2021,60000.000000000015,Chandigarh,4795.0,1855.0,1835.0,80.0,2754.999999999999,174.0,3400.0,450.0,1600.0,14.103649799670542,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Swift Lxi (O) [2014-2017],2016,44999.999999999985,Delhi,3850.0,1695.0,1530.0,42.0,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Polo Highline1.2L (D),2014,111000.00000000004,Ambala Cantt,3970.0,1682.0,1453.0,45.0,1198.9999999999998,74.00000000000003,4200.0,180.0,2000.0,13.36190214923346,13.81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vitara Brezza ZDi,2017,70000.00000000001,Dak. Kannada,3995.0,1790.0,1640.0,48.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Santro GL Plus,2012,16999.99999999999,Mohali,3565.0,1525.0,1590.0,35.0,1085.9999999999998,62.00000000000001,5500.0,96.0,3000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire ZDi BS-IV,2010,82202.00000000007,Jalandhar,4160.0,1690.0,1530.0,43.0,1248.0000000000005,74.99999999999997,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3-Series 320d Prestige,2016,46000.000000000044,Delhi,4633.0,1811.0,1429.0,57.0,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Celerio ZXi [2017-2019],2018,70999.99999999994,Ludhiana,3600.0,1600.0,1560.0,35.0,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scorpio S11 4WD 7 STR,2019,68999.99999999997,Lucknow,4456.0,1820.0,1995.0,60.0,2179.000000000001,139.99999999999994,3750.0,320.0,1500.0,13.7548285741869,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Swift ZDi,2013,25999.999999999985,Delhi,3850.0,1695.0,1530.0,42.0,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
